,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
89072,9MA7T15gbbcmKz43r_Ad0g,The Corner Bank,925 Warden Avenue,Toronto,ON,M1L 4C5,43.7313662,-79.2881879,4.5,33,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'HappyHour': 'False', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Smoking': ""u'outdoor'"", 'GoodForKids': 'False', 'Alcohol': ""'full_bar'"", 'WiFi': ""'no'"", 'CoatCheck': 'False', 'Caters': 'False', 'GoodForDancing': 'False', 'RestaurantsTableService': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Pool Halls, Sports Bars, Bars, Nightlife, Restaurants, Canadian (New), Gastropubs","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}"
91659,-tffAj4Opoadxdm6DkvPpg,Beer N Wings Sports Grill,5164 Dundas Street W,Toronto,ON,M9A 1C4,43.6432110296,-79.5342146868,2.5,10,1,"{'GoodForKids': 'False', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Chicken Wings, Bars, Restaurants, Nightlife, Sports Bars, Barbeque, Pubs","{'Monday': '16:0-0:0', 'Tuesday': '14:0-0:0', 'Wednesday': '14:0-0:0', 'Thursday': '14:0-0:0', 'Friday': '12:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '12:0-0:0'}"
92076,mYJ9ExVzEGbmayas5DIgKg,South St. Burger,260 King Street E,Toronto,ON,M5A 4L5,43.6522098,-79.3668394,3.0,37,1,"{'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True', 'GoodForDancing': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'False', 'DriveThru': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True'}","Burgers, Bars, Restaurants, Sports Bars, Nightlife","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
95193,T0QPMLv4XqJwIotyNG4WwA,Wings & Beer Sports  Bar,147 Spadina Avenue,Toronto,ON,M5V 2L7,43.6480901,-79.3956953,1.5,4,1,{'HasTV': 'True'},"Nightlife, Bars, Sports Bars",
95972,Qa4eXuZ1IFPwnVXJcpZWtw,Real Sports,15 York Street,Toronto,ON,M5J 0A3,43.6426783334,-79.3800445915,3.5,454,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'loud'"", 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'DogsAllowed': 'False', 'HasTV': 'True', 'WiFi': ""u'free'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True'}","Canadian (New), Nightlife, Bars, Sports Bars, Beer, Wine & Spirits, Food, American (New), Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
96389,EVZXshc4g2TpXLJ-rwVzhw,Wild Wing,2590 Weston Road,Toronto,ON,M9N 2A4,43.7106143,-79.5352067,3.5,3,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Sports Bars, Bars, Nightlife, Chicken Wings","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
96583,LBHbyID7tcaGszznHtnCrw,JOEY Eaton Centre,1 Dundas St W,Toronto,ON,M5G 1Z3,43.6558708964,-79.3820091902,3.5,474,1,"{'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'DogsAllowed': 'False', 'NoiseLevel': ""u'loud'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}""}","American (New), Sports Bars, Restaurants, Canadian (New), Lounges, Nightlife, Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-16:45'}"
99967,VNyWT0hLkIHzt5HQ0W4tSg,Tilted Kilt Pub & Eatery,38 The Esplanade,Toronto,ON,M5E 1A1,43.6469296,-79.374978,2.5,82,1,"{'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'GoodForKids': 'False', 'RestaurantsReservations': 'None', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Caters': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'WiFi': ""'no'"", 'HappyHour': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}""}","American (Traditional), Bars, Sports Bars, Chicken Wings, Nightlife, Gastropubs, Restaurants, Pubs","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
100576,PgNobAo2vIOWjf9AJe2xrQ,Wings & Beer Sports Bar,1532 Dundas street west,Toronto,ON,M6K 1T5,43.6498897,-79.4330495,4.5,3,1,"{'ByAppointmentOnly': 'False', 'HasTV': 'True'}","Nightlife, Sports Bars, Bars",
102570,sgvhMnFffkQ6WBSAdtd7Bg,Wild Wing,"675 King Street W, Unit 101",Toronto,ON,M5V 1M9,43.6436358,-79.4031185,2.0,21,1,"{'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'DriveThru': 'False'}","Beer, Wine & Spirits, Food, Pubs, Bars, Food Delivery Services, Chicken Wings, Restaurants, Sports Bars, Karaoke, Nightlife, Fast Food","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-1:0'}"
102947,cW4IU7Kq6fXI4pDIYDz3tA,The Puck Sports Bar and Grill,"362 Bloor Street W, Suite 3",Toronto,ON,M5S 1X2,43.6664410356,-79.4056578331,3.0,21,1,"{'GoodForDancing': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'Smoking': ""u'outdoor'"", 'Caters': 'False', 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Music': ""{'dj': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'HasTV': 'True', 'CoatCheck': 'False', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'""}","Restaurants, American (Traditional), Sports Bars, Bars, Nightlife","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
103622,9LimxWLM3URfrCcQsUJ3yg,Breakwall BBQ,1910 Queen Street E,Toronto,ON,M4L 1H5,43.6693242,-79.304498,3.5,33,1,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'CoatCheck': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'hipster': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'DogsAllowed': 'False', 'Smoking': ""u'no'"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'WheelchairAccessible': 'False', 'HappyHour': 'True'}","Nightlife, Restaurants, American (Traditional), Breakfast & Brunch, Bars, Barbeque, Sports Bars","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
104693,bN9WeldcsIAowZ3p_ubZAA,The Ballroom Bowl,145 John Street,Toronto,ON,M5V 2E4,43.6490659015,-79.390464202,3.0,167,1,"{'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'False', 'NoiseLevel': ""u'loud'"", 'WheelchairAccessible': 'True', 'WiFi': ""'free'"", 'HappyHour': 'True', 'Smoking': ""u'outdoor'"", 'CoatCheck': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BestNights': ""{'monday': True, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}""}","Sports Bars, Active Life, Dance Clubs, Bars, Bowling, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
105105,Smnwx7z2abtuQmSFisUiOA,Shoeless Joe's Sports Grill - Stockyards,1980 St Clair Ave West,Toronto,ON,M6N 0A3,43.672734,-79.4708416,2.5,33,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsPriceRange2': '2', 'HappyHour': 'False', 'OutdoorSeating': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'DriveThru': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'WiFi': ""u'no'"", 'GoodForDancing': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'GoodForKids': 'True', 'DogsAllowed': 'False', 'Smoking': ""u'outdoor'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'WheelchairAccessible': 'True', 'Caters': 'False', 'CoatCheck': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Burgers, Restaurants, Nightlife, Wigs, Bars, Sports Bars, Beer Bar, Shopping, Chicken Wings","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-1:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-23:0'}"
105721,m-kyYtxJ-0J3yuGsAoAWtQ,The Wicket Bar,1671 Bloor Street W,Toronto,ON,M6P 1A6,43.6554790884,-79.4565081126,4.0,22,1,"{'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Sports Bars, Beer, Wine & Spirits, Food, Restaurants, Event Planning & Services, Bars, Nightlife, Venues & Event Spaces, Gastropubs, Pubs","{'Monday': '15:0-2:0', 'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
107362,-rKuAcB5suEWKhcUiqr13w,AllStar Wings & Ribs,"McCowan Square, 1245 McCowan Road",Toronto,ON,M1H 3K3,43.7729455408,-79.2514597964,3.0,101,1,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'loud'"", 'GoodForDancing': 'False', 'GoodForKids': 'True', 'CoatCheck': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'Music': '{}', 'Smoking': ""u'outdoor'"", 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'WiFi': ""'no'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}""}","Bars, Sports Bars, American (Traditional), Chicken Wings, Nightlife, Canadian (New), Restaurants","{'Monday': '11:30-1:0', 'Tuesday': '11:30-1:0', 'Wednesday': '11:30-1:0', 'Thursday': '11:30-1:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-1:0'}"
112333,orEnnKcIAfMz25uOf5Psjg,The Bond Pub,"2340 Dundas Street W, Suite G-02",Toronto,ON,M6P 4A9,43.6569168,-79.4522077,4.5,6,1,"{'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'DogsAllowed': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'"", 'RestaurantsPriceRange2': '2', 'GoodForDancing': 'True', 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'False', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True'}","Bars, Pubs, Nightlife, Pool Halls, American (Traditional), Breakfast & Brunch, Karaoke, Sports Bars, Burgers, Restaurants","{'Monday': '15:0-2:0', 'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-2:0'}"
113084,1laaO5PS8fLK5kPTkSSYsw,Shoeless Joe's Sports Grill - Queens Quay,"249 Queen's Quay W, Unit #3",Toronto,ON,M5J 1B5,43.6388023224,-79.3859335082,2.5,70,1,"{'RestaurantsDelivery': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'DriveThru': 'False', 'HasTV': 'True', 'BikeParking': 'True', 'DogsAllowed': 'False', 'HappyHour': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""'free'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True'}","Restaurants, Burgers, Shopping, Canadian (New), Sports Bars, Bars, Wigs, Beer Bar, Nightlife, Chicken Wings","{'Monday': '11:30-2:0', 'Tuesday': '11:30-2:0', 'Wednesday': '11:30-2:0', 'Thursday': '11:30-2:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-2:0'}"
115691,xllOreUiuLwlPZ2ZG3Ig5w,Puck'N Wings,5625 Yonge Street,Toronto,ON,M2M,43.780473,-79.415433,3.0,58,1,"{'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForDancing': 'False', 'OutdoorSeating': 'True', 'Caters': 'False', 'WiFi': ""u'free'"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Nightlife, Chicken Wings, Restaurants, Sports Bars, Bars","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-1:0'}"
115839,uYko1SzZ9XpTXS-F5xnAdA,817 Sports Bar & Grill,817 Queen Street W,Toronto,ON,M6J 1G1,43.6460095,-79.4091212,3.0,5,1,"{'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'CoatCheck': 'False', 'WheelchairAccessible': 'False', 'Smoking': ""u'outdoor'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Chicken Wings, Restaurants, Poutineries, Sports Bars, Bars, Nightlife","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
